0 0.1 -0.000509281 -0.00220231
0 0.2 -0.00124026 -0.00217246
0 0.3 -0.000503149 -0.00133412
0 0.4 -0.000593417 -0.00135623
0 0.5 -0.00144913 -0.00352834
0 0.6 -0.000659999 -0.00189631
0 0.7 -0.000796445 -0.00143313
0 0.8 -0.000537279 -0.00073753
0 0.9 -0.00131962 -0.00275745
0 1 -0.000871372 -0.00106831
0 1.1 -0.000454276 -0.000560788
0 1.2 -0.000841994 -0.000788855
0 1.3 -0.000794023 -0.0011563
0 1.4 -0.000921733 -0.000779841
0 1.5 -0.000961983 -0.000343314
0 1.6 -0.00092282 -0.00192298
0 1.7 -0.00161343 -0.00148883
0 1.8 -0.000742656 0.000205648
0 1.9 -0.000765128 -0.00110427
0 2 -0.000808935 0.000140751
0 2.1 -0.000935958 -0.000326577
0 2.2 -0.0015683 -0.000870959
0 2.3 -0.00154369 -0.00104355
0 2.4 -0.00154585 -0.000463523
0 2.5 -0.00122475 -0.0011006
0 2.6 -0.00130582 -0.00101996
0 2.7 -0.000960427 -0.000112563
0 2.8 -0.00167202 -0.00124556
0 2.9 -0.00110907 0.000174712
0 3 -0.00138959 -0.00132002
0 3.1 -0.00146015 -9.38404e-005
0 3.2 -0.00189947 -0.000480601
0 3.3 -0.00188026 -0.00154061
0 3.4 -0.00134628 -0.000610465
0 3.5 -0.00137701 0.000854649
0 3.6 -0.00143638 0.000368047
0 3.7 -0.00131963 -0.000474246
0 3.8 -0.00184769 -0.000771612
0 3.9 -0.000862059 -0.000480703
0 4 -0.00121305 6.66132e-005
0 4.1 -0.0013772 0.000893234
0 4.2 -0.00126731 0.000286892
0 4.3 -0.0015115 -0.000655842
0 4.4 -0.00203435 3.42524e-005
0 4.5 -0.00119556 0.000409873
0 4.6 -0.00136067 0.000524506
0 4.7 -0.00206429 0.000465204
0 4.8 -0.000978786 -2.12274e-005
0 4.9 -0.00246795 -0.00148929
0 5 -0.00105447 0.00108853
0 5.1 -0.000925512 0.000720066
0 5.2 -0.00121 -0.000120259
0 5.3 -0.00186358 0.000997406
0 5.4 -0.00184986 -0.000370338
0 5.5 -0.00150296 0.00115828
0 5.6 -0.00130021 0.000873857
0 5.7 -0.00174657 0.000355847
0 5.8 -0.00176356 -0.000760648
0 5.9 -0.00105971 -0.000966226
0 6 -0.00097424 -0.000166839
0 6.1 -0.00067603 0.0012798
0 6.2 -0.000753121 -0.000273038
0 6.3 -0.00109167 0.0014018
0 6.4 -0.00118881 0.000237331
0 6.5 -0.00155557 -0.00106142
0 6.6 -0.00175029 0.00157312
0 6.7 -0.000854025 0.000622696
0 6.8 -0.00177806 0.000942423
0 6.9 -0.000842049 0.000315558
0 7 -0.00179448 -0.000572963
0 7.1 -0.00118311 0.000363029
0 7.2 -0.00144281 0.00108852
0 7.3 -0.000786184 0.000805765
0 7.4 -0.000684307 0.00130963
0 7.5 -0.00148442 0.000956763
0 7.6 -0.00136104 0.000920115
0 7.7 -0.00153666 0.000823824
0 7.8 -0.00131609 0.00222247
0 7.9 -0.00119136 0.000160409
0 8 -0.00144211 0.00139459
0 8.1 -0.00150766 0.00175006
0 8.2 -0.00130341 0.00216059
0 8.3 -0.00119311 -0.000647467
0 8.4 -0.00158066 0.00261259
0 8.5 -0.000984672 0.000706834
0 8.6 -0.00107371 0.00179897
0 8.7 -0.0011992 0.00161647
0 8.8 -0.00106316 0.00133034
0 8.9 -0.00149617 0.0018639
0 9 -0.000597317 0.00155879
0 9.1 -0.00169951 0.00302877
0 9.2 -0.00140559 0.00148358
0 9.3 -0.000934975 0.00132178
0 9.4 -0.000947947 0.00112236
0 9.5 -0.00156004 0.00240294
0 9.6 -0.000479095 0.00141393
0 9.7 -0.00102355 0.00166679
0 9.8 -0.000512336 0.000815926
0 9.9 -0.000214038 0.000918634
0.1 0 -0.0013243 -0.00253105
0.1 0.1 -0.00157492 -0.00322697
0.1 0.2 -0.00259984 -0.00545059
0.1 0.3 -0.00178882 -0.00521578
0.1 0.4 -0.00157752 -0.00429736
0.1 0.5 -0.00139373 -0.00279986
0.1 0.6 -0.00183525 -0.00246436
0.1 0.7 -0.00205053 -0.00296675
0.1 0.8 -0.00123538 -0.00342961
0.1 0.9 -0.00219544 -0.0040345
0.1 1 -0.00130934 -0.00185621
0.1 1.1 -0.00196383 -0.0041186
0.1 1.2 -0.00182813 -0.00282632
0.1 1.3 -0.00239434 -0.003247
0.1 1.4 -0.00192891 -0.00275722
0.1 1.5 -0.00262283 -0.00434304
0.1 1.6 -0.00147034 -0.00331271
0.1 1.7 -0.0020494 -0.00350398
0.1 1.8 -0.00249443 -0.00147097
0.1 1.9 -0.00265283 -0.00238769
0.1 2 -0.00272059 -0.00147732
0.1 2.1 -0.0025344 -0.000828563
0.1 2.2 -0.00368413 -0.00328897
0.1 2.3 -0.00157633 -0.00160664
0.1 2.4 -0.00308348 -0.000417226
0.1 2.5 -0.00390338 -0.00118849
0.1 2.6 -0.0028305 -0.00143508
0.1 2.7 -0.00280138 -0.000760227
0.1 2.8 -0.00215404 0.000345162
0.1 2.9 -0.00252349 0.000180251
0.1 3 -0.00318912 0.00128447
0.1 3.1 -0.00353671 -0.00219338
0.1 3.2 -0.00279629 -0.000948103
0.1 3.3 -0.00280536 -0.00189049
0.1 3.4 -0.00210261 -0.00241128
0.1 3.5 -0.00234393 -0.000217013
0.1 3.6 -0.0040257 -0.000245518
0.1 3.7 -0.00278195 -0.00126836
0.1 3.8 -0.00252792 -0.000611462
0.1 3.9 -0.00286695 0.000443572
0.1 4 -0.0035771 -0.000393628
0.1 4.1 -0.00349746 0.000495911
0.1 4.2 -0.00208976 0.000576102
0.1 4.3 -0.00308503 0.000840184
0.1 4.4 -0.00323581 -0.000638516
0.1 4.5 -0.00389408 0.00109243
0.1 4.6 -0.00251893 0.000346448
0.1 4.7 -0.00309336 0.000216186
0.1 4.8 -0.00364264 0.00092224
0.1 4.9 -0.00276704 -0.00109239
0.1 5 -0.00324407 0.0020705
0.1 5.1 -0.00287922 0.000240728
0.1 5.2 -0.00314854 0.000609101
0.1 5.3 -0.00263208 0.00246386
0.1 5.4 -0.00304287 0.000610456
0.1 5.5 -0.0038019 -0.0010659
0.1 5.6 -0.00288848 -0.000387285
0.1 5.7 -0.00224121 0.000730144
0.1 5.8 -0.00243172 0.000241319
0.1 5.9 -0.00438152 -7.7256e-005
0.1 6 -0.00378521 -0.000779067
0.1 6.1 -0.00274239 0.00268798
0.1 6.2 -0.00390038 0.00181317
0.1 6.3 -0.00236003 0.00223045
0.1 6.4 -0.00213659 0.000681884
0.1 6.5 -0.00301834 -0.00167417
0.1 6.6 -0.00302828 2.9801e-005
0.1 6.7 -0.0024963 -0.000210088
0.1 6.8 -0.00391857 -0.000771368
0.1 6.9 -0.00352602 0.00101669
0.1 7 -0.0033749 0.00142485
0.1 7.1 -0.00276075 0.001905
0.1 7.2 -0.00284064 -0.000424027
0.1 7.3 -0.00239107 0.00060084
0.1 7.4 -0.00298434 0.00300758
0.1 7.5 -0.00322692 0.00253792
0.1 7.6 -0.00225502 0.00022116
0.1 7.7 -0.00264426 0.00279658
0.1 7.8 -0.00361723 0.00156285
0.1 7.9 -0.00276414 0.00208919
0.1 8 -0.00224414 0.0011725
0.1 8.1 -0.00213294 0.000454588
0.1 8.2 -0.0023113 0.00344854
